GeneSymbol,GeneID,n_chemical_edges,n_chemicals,n_pubmed_records,example_actions
MT1HL1,645745,1,1,1,increases^expression
MT1M,4499,1,1,1,increases^expression
MTRNR2L10,100463488,1,1,1,decreases^expression
MTRNR2L8,100463486,1,1,1,decreases^expression
MTUS1,57509,1,1,1,increases^expression
MTUS2,23281,1,1,1,decreases^expression
MUC15,143662,1,1,1,increases^expression
MUC16,94025,1,1,1,decreases^expression
MUC20-OT1,111753249,1,1,1,affects^expression
MUSTN1,389125,1,1,1,decreases^expression
MXRA7,439921,1,1,1,decreases^expression
MYADM,91663,1,1,1,decreases^expression
MYB,4602,1,1,1,decreases^expression
MYCN,4613,1,1,1,decreases^expression
MYF6,4618,1,1,1,decreases^expression
MYH10,4628,1,1,1,decreases^expression
MYH11,4629,1,1,1,decreases^expression
MYH3,4621,1,1,1,increases^methylation
MYH9,4627,1,1,1,increases^expression
MYL12B,103910,1,1,1,increases^expression
MYL2,4633,1,1,1,increases^expression
MYL4,4635,1,1,1,decreases^expression
MYL5,4636,1,1,1,increases^expression
MYLK,4638,1,1,1,decreases^expression
MYO15A,51168,1,1,1,decreases^expression
MYO15B,80022,1,1,1,decreases^expression
MYO1D,4642,1,1,1,increases^expression
MYO3A,53904,1,1,1,decreases^expression
MYO3B,140469,1,1,1,decreases^expression
MYO6,4646,1,1,2,decreases^expression
MYOF,26509,1,1,1,increases^expression
MYOM1,8736,1,1,1,decreases^expression
MZB1,51237,1,1,1,decreases^expression
MZT1,440145,1,1,1,decreases^expression
NAA11,84779,1,1,1,increases^expression
NAAA,27163,1,1,1,decreases^expression
NAALAD2,10003,1,1,1,decreases^expression
NABP1,64859,1,1,1,increases^expression
NACC2,138151,1,1,1,increases^expression
NALF1,728215,1,1,1,decreases^expression
NANOG,79923,1,1,1,decreases^expression
NAP1L2,4674,1,1,1,decreases^expression
NAV1,89796,1,1,1,decreases^expression
NCAM1,4684,1,1,1,decreases^expression
NCBP2AS2,152217,1,1,1,affects^expression
NCCRP1,342897,1,1,1,increases^expression
NCF2,4688,1,1,1,decreases^expression
NCOR1,9611,1,1,1,affects^binding|decreases^reaction
NDNF,79625,1,1,1,increases^expression
NDRG1,10397,1,1,1,increases^expression
NDRG2,57447,1,1,1,increases^expression
NDST4,64579,1,1,1,decreases^expression
NDUFA3,4696,1,1,1,decreases^expression
NDUFA7,4701,1,1,2,decreases^expression
NDUFAF1,51103,1,1,1,decreases^expression
NDUFAF6,137682,1,1,1,increases^expression
NDUFB4,4710,1,1,1,decreases^expression
NDUFB7,4713,1,1,1,increases^expression
NECAB2,54550,1,1,1,decreases^expression
NELL2,4753,1,1,1,decreases^expression
NEMP1,23306,1,1,1,increases^expression
NFATC2,4773,1,1,1,increases^expression
NFE2L3,9603,1,1,1,increases^expression
NFKB1,4790,1,1,1,increases^expression
NFKBIE,4794,1,1,1,increases^expression
NGF,4803,1,1,1,increases^expression
NHLH1,4807,1,1,1,decreases^expression
NIBAN3,199786,1,1,1,decreases^expression
NIPSNAP3B,55335,1,1,1,decreases^expression
NKD1,85407,1,1,1,decreases^expression
NKX3-1,4824,1,1,1,decreases^expression
NLGN1,22871,1,1,1,decreases^expression
NLGN3,54413,1,1,1,decreases^expression
NLGN4Y,22829,1,1,1,increases^expression
NLRC3,197358,1,1,1,decreases^expression
NLRP2,55655,1,1,1,increases^expression
NMI,9111,1,1,1,increases^expression
NNMT,4837,1,1,1,increases^expression
NOAZFP,27309,1,1,1,decreases^expression
NOCT,25819,1,1,1,increases^expression
NOMO3,408050,1,1,1,increases^expression
NOP16,51491,1,1,1,increases^expression
NOPCHAP1,121053,1,1,1,increases^expression
NOS1,4842,1,1,1,decreases^expression
NOS2,4843,1,1,1,decreases^expression
NOTCH4,4855,1,1,1,increases^expression
NOVA1,4857,1,1,1,decreases^expression
NOX1,27035,1,1,1,increases^expression
NPAS2,4862,1,1,1,increases^expression
NPAS3,64067,1,1,1,decreases^expression
NPAS4,266743,1,1,1,decreases^expression
NPIPA1,9284,1,1,1,decreases^expression
NPIPB4,440345,1,1,1,affects^expression
NPNT,255743,1,1,1,increases^expression
NPTX1,4884,1,1,1,decreases^expression
NPTX2,4885,1,1,1,decreases^expression
NPY1R,4886,1,1,1,decreases^expression
NPY2R,4887,1,1,1,decreases^expression
NQO1,1728,1,1,1,increases^expression
NR1H2,7376,1,1,1,affects^binding|increases^activity|increases^reaction
NR4A3,8013,1,1,1,increases^expression
NR6A1,2649,1,1,1,increases^expression
NRCAM,4897,1,1,1,decreases^expression
NRG2,9542,1,1,1,decreases^expression
NRIP3,56675,1,1,1,decreases^expression
NRXN1,9378,1,1,1,decreases^expression
NRXN2,9379,1,1,1,decreases^expression
NSL1,25936,1,1,1,decreases^expression
NT5E,4907,1,1,1,increases^expression
NTM,50863,1,1,1,increases^expression
NTMT1,28989,1,1,1,decreases^expression
NTN1,9423,1,1,1,increases^expression
NTN5,126147,1,1,1,decreases^expression
NTRK3,4916,1,1,1,decreases^expression
NTS,4922,1,1,1,increases^expression
NUCKS1,64710,1,1,1,increases^expression
NUDT10,170685,1,1,1,decreases^expression
NUPR1,26471,1,1,2,increases^expression
OAF,220323,1,1,1,decreases^expression
OAZ3,51686,1,1,1,decreases^expression
OBSCN,84033,1,1,1,decreases^expression
OBSCN-AS1,574407,1,1,1,decreases^expression
OCLN,100506658,1,1,1,increases^expression
ODAD2,55130,1,1,1,decreases^expression
ODAD4,83538,1,1,1,decreases^expression
ODAPH,152816,1,1,1,increases^expression
ODC1,4953,1,1,1,increases^expression
OFD1,8481,1,1,1,increases^expression
OGG1,4968,1,1,1,increases^expression
OGN,4969,1,1,1,increases^expression
OIP5-AS1,729082,1,1,1,affects^expression
OLFM1,10439,1,1,1,decreases^expression
OLFM2,93145,1,1,1,increases^methylation
OLFML2A,169611,1,1,1,increases^expression
OLFML2B,25903,1,1,1,decreases^expression
OLFML3,56944,1,1,1,increases^expression
OLIG3,167826,1,1,1,decreases^expression
OLR1,4973,1,1,1,decreases^expression
ONECUT2,9480,1,1,1,decreases^expression
OOEP,441161,1,1,1,decreases^expression
OPTC,26254,1,1,1,decreases^expression
OR10A2,341276,1,1,1,decreases^expression
OR13D1,286365,1,1,1,decreases^expression
OR14K1,343170,1,1,1,decreases^expression
OR2A7,401427,1,1,1,increases^expression
OR2T12,127064,1,1,1,increases^expression
OR51B2,79345,1,1,1,decreases^expression
OR51B5,282763,1,1,1,decreases^expression
OR7G3,390883,1,1,1,decreases^expression
OSBPL10,114884,1,1,1,increases^expression
OSR2,116039,1,1,1,decreases^expression
OSTF1,26578,1,1,1,increases^expression
OTOP3,347741,1,1,1,decreases^expression
OTUD6B,51633,1,1,1,increases^expression
OTX1,5013,1,1,1,decreases^expression
OTX2,5015,1,1,1,affects^cotreatment|increases^expression|increases^reaction
OVOL1,5017,1,1,1,increases^expression
OVOS2P,144203,1,1,1,decreases^expression
P2RX3,5024,1,1,1,decreases^expression
P2RY12,64805,1,1,1,decreases^expression
P2RY6,5031,1,1,1,increases^expression
P3H1,64175,1,1,1,decreases^expression
P3H4,10609,1,1,1,decreases^expression
P4HA1,5033,1,1,1,decreases^expression
PABPC1L2B,645974,1,1,1,decreases^expression
PADI2,11240,1,1,1,decreases^expression
PADI3,51702,1,1,1,decreases^expression
PAFAH1B1,5048,1,1,1,decreases^expression
PAG1,55824,1,1,1,decreases^expression
PAGE4,9506,1,1,1,increases^expression
PAIP2B,400961,1,1,1,decreases^expression
PALD1,27143,1,1,1,decreases^expression
PALM2AKAP2,445815,1,1,1,increases^expression
PAN2,9924,1,1,1,decreases^expression
PAPLN,89932,1,1,1,decreases^expression
PAPPA2,60676,1,1,1,increases^expression
PAPSS1,9061,1,1,1,decreases^expression
PAPSS2,9060,1,1,1,decreases^expression
PAQR9,344838,1,1,1,decreases^expression
PARVA,55742,1,1,1,increases^expression
PAX7,5081,1,1,1,decreases^expression
PCBP1-AS1,400960,1,1,1,increases^expression
PCDH12,51294,1,1,1,decreases^expression
PCDH7,5099,1,1,1,increases^expression
PCDH9,5101,1,1,1,decreases^expression
PCDHB14,56122,1,1,1,decreases^expression
PCED1B,91523,1,1,1,increases^expression
PCGF5,84333,1,1,1,increases^expression
PCNX3,399909,1,1,1,decreases^expression
PCOLCE-AS1,100129845,1,1,1,decreases^expression
PCSK1N,27344,1,1,1,decreases^expression
PCSK9,255738,1,1,1,decreases^expression
PDCD1LG2,80380,1,1,1,increases^expression
PDE11A,50940,1,1,1,decreases^expression
PDE1C,5137,1,1,1,increases^expression
PDE2A,5138,1,1,1,decreases^expression
PDE3B,5140,1,1,1,increases^expression
PDE6B,5158,1,1,1,decreases^expression
PDGFD,80310,1,1,1,decreases^expression
PDIA2,64714,1,1,1,decreases^expression
PDIA5,10954,1,1,1,increases^expression
PDK4,5166,1,1,1,increases^expression
PDLIM1,9124,1,1,1,increases^expression
PDLIM2,64236,1,1,1,decreases^expression
PDP1,54704,1,1,1,decreases^expression
PDX1,3651,1,1,1,increases^expression
PDZD4,57595,1,1,1,decreases^expression
PDZK1,5174,1,1,1,decreases^expression
PDZRN4,29951,1,1,1,decreases^expression
PEAR1,375033,1,1,1,increases^expression
PEDS1-UBE2V1,387522,1,1,1,increases^expression
PEG10,23089,1,1,1,increases^expression
PEMT,10400,1,1,1,increases^expression
PER3,8863,1,1,1,decreases^expression
PERP,64065,1,1,1,increases^expression
PEX39,441150,1,1,1,decreases^expression
PEX5L,51555,1,1,1,decreases^expression
PFKL,5211,1,1,1,decreases^expression
PFKP,5214,1,1,1,increases^expression
PGAM1,5223,1,1,1,decreases^expression
PGCKA1,55286,1,1,1,increases^expression
PGD,5226,1,1,1,increases^expression
PGGHG,80162,1,1,1,decreases^expression
PGK1,5230,1,1,1,increases^expression
PGLS,25796,1,1,1,decreases^expression
PGM3,5238,1,1,1,increases^expression
PHACTR1,221692,1,1,1,decreases^expression
PHF20L1,51105,1,1,1,increases^expression
PHGDH,26227,1,1,1,decreases^expression
PHLDA1,22822,1,1,1,increases^expression
PHLDA2,7262,1,1,1,increases^expression
PHTF2,57157,1,1,1,decreases^expression
PHYHIP,9796,1,1,1,decreases^expression
PIANP,196500,1,1,1,decreases^expression
PIERCE1,138162,1,1,1,decreases^expression
PIEZO2,63895,1,1,1,decreases^expression
PIM2,11040,1,1,1,decreases^expression
PIP,5304,1,1,1,decreases^expression
PITX2,5308,1,1,1,increases^expression
PKM,5315,1,1,1,increases^expression
PLA2G15,23659,1,1,1,decreases^expression
PLA2G2E,30814,1,1,1,decreases^expression
PLA2G4A,5321,1,1,1,affects^cotreatment|affects^reaction|decreases^expression
PLA2R1,22925,1,1,1,decreases^expression
PLAAT3,11145,1,1,1,increases^expression
PLAC8L1,153770,1,1,1,increases^expression
PLAT,5327,1,1,1,decreases^expression
PLBD1,79887,1,1,1,decreases^expression
PLCH1,23007,1,1,1,decreases^expression
PLCXD2,257068,1,1,1,decreases^expression
PLD1,5337,1,1,1,decreases^expression
PLD5,200150,1,1,1,increases^expression
PLD6,201164,1,1,1,decreases^expression
PLEKHA7,144100,1,1,1,decreases^expression
PLEKHG4,25894,1,1,1,decreases^expression
PLEKHH2,130271,1,1,1,decreases^expression
PLG,5340,1,1,1,decreases^expression
PLGLB1,5343,1,1,1,decreases^expression
PLIN4,729359,1,1,1,increases^expression
PLIN5,440503,1,1,1,decreases^expression
PLK2,10769,1,1,1,decreases^expression
PLN,5350,1,1,1,increases^expression
PLOD1,5351,1,1,1,decreases^expression
PLOD3,8985,1,1,1,decreases^expression
PLP2,5355,1,1,1,increases^expression
PLPP7,84814,1,1,1,decreases^expression
PLPPR4,9890,1,1,1,decreases^expression
PLSCR1,5359,1,1,1,increases^expression
PLXDC2,84898,1,1,1,decreases^expression
PLXNA2,5362,1,1,1,increases^expression
PLXNC1,10154,1,1,1,decreases^expression
PMEL,6490,1,1,1,increases^expression
PMEPA1,56937,1,1,1,increases^expression
PMP22,5376,1,1,1,increases^expression
PNCK,139728,1,1,1,decreases^expression
POFUT4,170384,1,1,1,increases^expression
POLD3,10714,1,1,1,increases^expression
POLDIP2,26073,1,1,1,decreases^expression
POLE3,54107,1,1,1,increases^expression
POLR1C,9533,1,1,1,decreases^expression
POLR1E,64425,1,1,1,increases^expression
POLR2K,5440,1,1,1,increases^expression
POPDC2,64091,1,1,1,increases^expression
POR,5447,1,1,1,increases^expression
POTEB3,102724631,1,1,1,decreases^expression
POTED,317754,1,1,1,decreases^expression
POTEE,445582,1,1,1,decreases^expression
POU4F1,5457,1,1,1,decreases^expression
POU4F3,5459,1,1,1,decreases^expression
POU5F2,134187,1,1,1,decreases^expression
POU6F2,11281,1,1,1,decreases^expression
PPFIBP1,8496,1,1,1,increases^expression
PPIL4,85313,1,1,1,decreases^expression
PPIL6,285755,1,1,1,decreases^expression
PPP1CB,5500,1,1,1,increases^expression
PPP1R14B,26472,1,1,1,decreases^expression
PPP1R17,10842,1,1,1,decreases^expression
PPP1R1B,84152,1,1,1,decreases^expression
PPP1R2,5504,1,1,1,decreases^expression
PPP1R3C,5507,1,1,1,decreases^expression
PPP2R2B,5521,1,1,1,decreases^expression
PPP2R2D,55844,1,1,1,decreases^expression
PPP3CC,5533,1,1,1,increases^expression
PPY,5539,1,1,1,increases^expression
PR,19066,1,1,1,decreases^expression
PRADC1,84279,1,1,1,increases^expression
PRDM12,59335,1,1,1,increases^expression
PRDM14,63978,1,1,1,decreases^expression
PRDM16,63976,1,1,1,decreases^expression
PRDM6,93166,1,1,1,decreases^expression
PRDM8,56978,1,1,1,increases^abundance|increases^methylation
PRELID2,153768,1,1,1,decreases^expression
PRELID3A,10650,1,1,1,decreases^expression
PRELP,5549,1,1,1,decreases^expression
PRICKLE2,166336,1,1,1,increases^expression
PRIMA1,145270,1,1,1,decreases^expression
PRKAG2,51422,1,1,1,decreases^expression
PRKAR2B,5577,1,1,1,increases^expression
PRKCA,5578,1,1,1,affects^reaction|decreases^reaction|increases^expression
PRKCB,5579,1,1,1,affects^reaction|decreases^reaction|increases^expression
PRKCD,5580,1,1,1,affects^reaction|decreases^reaction|increases^expression
PRKCDBP,424047,1,1,1,increases^expression
PRKCH,5583,1,1,1,increases^expression
PRLR,5618,1,1,1,increases^expression
PRNP,5621,1,1,1,increases^expression
PROSER2,254427,1,1,1,increases^expression
PRPF4B,19134,1,1,1,decreases^expression
PRPH,5630,1,1,1,decreases^expression
PRRG1,5638,1,1,1,increases^expression
PRRT2,112476,1,1,1,decreases^expression
PRRX2,51450,1,1,1,decreases^expression
PRSS1,5644,1,1,1,decreases^expression
PRSS12,8492,1,1,1,increases^expression
PRSS22,64063,1,1,1,increases^expression
PRSS37,136242,1,1,1,decreases^expression
PRXL2A,84293,1,1,1,increases^expression
PSAT1,29968,1,1,1,increases^expression
PSD2,84249,1,1,1,decreases^expression
PSD3,23362,1,1,1,decreases^expression
PSG1,5669,1,1,1,decreases^expression
PSG8,440533,1,1,1,increases^expression
PSIP1,11168,1,1,1,increases^expression
PSMA3-AS1,379025,1,1,1,affects^expression
PSMA7,5688,1,1,1,decreases^expression
PSMB4,5692,1,1,1,increases^expression
PSMD13,5719,1,1,1,decreases^expression
PSMD6,9861,1,1,1,decreases^expression
PSTPIP2,9050,1,1,1,increases^expression
PTGDR,5729,1,1,1,decreases^expression
PTGER4,5734,1,1,1,affects^cotreatment|decreases^expression|decreases^reaction
PTGES3,10728,1,1,1,affects^cotreatment|affects^reaction|decreases^expression
PTHLH,5744,1,1,1,increases^expression
PTP4A1,7803,1,1,1,decreases^expression
PTP4A3,11156,1,1,1,decreases^expression
PTPN3,5774,1,1,1,increases^expression
PTPN5,84867,1,1,1,decreases^expression
PTPRCAP,5790,1,1,1,increases^expression
PTPRD,5789,1,1,1,increases^expression
PTPRJ,5795,1,1,1,affects^methylation|increases^abundance
PTPRQ,374462,1,1,1,decreases^expression
PTPRT,11122,1,1,1,decreases^expression
PTPRZ1,5803,1,1,1,decreases^expression
PTRF,396006,1,1,1,increases^expression
PTS,5805,1,1,1,increases^expression
PURG,29942,1,1,1,decreases^expression
PWWP2A,114825,1,1,1,increases^expression
PWWP2B,170394,1,1,1,increases^expression
PXN,5829,1,1,1,increases^expression
PYGL,5836,1,1,1,increases^expression
PYGM,5837,1,1,1,decreases^expression
PYHIN1,149628,1,1,1,increases^expression
PYY,5697,1,1,1,affects^methylation|increases^abundance
PZP,5858,1,1,1,decreases^expression
QARS1,5859,1,1,1,decreases^expression
QKI,9444,1,1,1,decreases^expression
QRSL1,55278,1,1,1,decreases^expression
RAB11B,9230,1,1,1,decreases^expression
RAB11FIP5,26056,1,1,1,increases^expression
RAB20,55647,1,1,1,increases^expression
RAB25,57111,1,1,1,increases^expression
RAB27B,5874,1,1,1,increases^expression
RAB2A,5862,1,1,1,decreases^expression
RAB32,10981,1,1,1,decreases^expression
RAB33B,83452,1,1,1,decreases^expression
RAB43,339122,1,1,1,increases^expression
RAB4A,5867,1,1,1,decreases^expression
RAB8B,51762,1,1,1,decreases^expression
RAC2,5880,1,1,1,increases^expression
RAD51B,5890,1,1,1,decreases^expression
RAD54L2,23132,1,1,1,decreases^expression
RAMP1,10267,1,1,1,increases^expression
RAMP2,10266,1,1,1,decreases^expression
RAP1GAP2,23108,1,1,1,increases^expression
RAPGEF3,10411,1,1,1,decreases^expression
RAPGEFL1,51195,1,1,1,decreases^expression
RARRES2,5919,1,1,1,increases^expression
RASAL1,8437,1,1,1,decreases^expression
RASGRF2,5924,1,1,1,increases^expression
RASL12,51285,1,1,1,decreases^expression
RBBP4,5928,1,1,1,increases^expression
RBFOX1,54715,1,1,1,decreases^expression
RBM3,5935,1,1,1,increases^expression
RBM4B,83759,1,1,1,decreases^expression
RBM6,10180,1,1,1,affects^expression
RBMXL3,139804,1,1,1,decreases^expression
RBP7,116362,1,1,1,decreases^expression
RCAN1,1827,1,1,1,increases^expression
RCAN3,11123,1,1,1,increases^expression
RCBTB2,1102,1,1,1,decreases^expression
RCC2,55920,1,1,1,increases^expression
RCN1,5954,1,1,1,decreases^expression
RDH12,145226,1,1,1,decreases^expression
REEP5,7905,1,1,1,decreases^expression
RENBP,5973,1,1,1,decreases^expression
REP15,387849,1,1,1,increases^expression
RER1,11079,1,1,1,increases^expression
RET,5979,1,1,1,decreases^expression
REXO2,25996,1,1,1,increases^expression
RFPL1,5988,1,1,1,decreases^expression
RFTN2,130132,1,1,1,decreases^expression
RFWD3,55159,1,1,1,decreases^expression
RFX4,5992,1,1,1,decreases^expression
RGMA,56963,1,1,1,decreases^expression
RGN,9104,1,1,1,decreases^expression
RGPD2,729857,1,1,1,decreases^expression
RGS16,6004,1,1,1,increases^expression
RGS2,5997,1,1,1,affects^cotreatment|decreases^reaction|increases^expression
RGS3,5998,1,1,1,increases^expression
RGS8,85397,1,1,1,decreases^expression
RGS9BP,388531,1,1,1,decreases^expression
RHBDF2,79651,1,1,1,increases^expression
RHOJ,57381,1,1,1,increases^expression
RHOU,58480,1,1,1,increases^expression
RIBC1,158787,1,1,1,decreases^expression
RIGI,23586,1,1,1,decreases^expression
RIMBP2,23504,1,1,1,decreases^expression
RIMS2,9699,1,1,1,increases^expression
RIN3,79890,1,1,1,increases^expression
RLBP1,6017,1,1,1,decreases^expression
RNASET2,8635,1,1,1,decreases^expression
RNF112,7732,1,1,1,decreases^expression
RNF144B,255488,1,1,1,increases^expression
RNF148,378925,1,1,1,decreases^expression
RNF152,220441,1,1,1,increases^expression
RNF175,285533,1,1,1,decreases^expression
RNF183,138065,1,1,1,decreases^expression
RNF212,285498,1,1,1,decreases^expression
RNF39,80352,1,1,1,decreases^methylation|increases^abundance
ROCK2,9475,1,1,1,increases^expression
RP2,6102,1,1,1,increases^expression
RPH3A,22895,1,1,1,decreases^expression
RPH3AL,9501,1,1,1,decreases^expression
RPL23,9349,1,1,1,increases^expression
RPL29,6159,1,1,1,decreases^expression
RPL34,6164,1,1,1,decreases^expression
RPL36A-HNRNPH2,100529097,1,1,1,affects^cotreatment|affects^expression
RPL37,6167,1,1,1,decreases^expression
RPL37A,6168,1,1,1,decreases^expression
RPL7L1,285855,1,1,1,increases^expression
RPS11,6205,1,1,1,increases^expression
RPS15,6209,1,1,1,decreases^expression
RPS19,6223,1,1,1,decreases^expression
RPS2,6187,1,1,1,affects^cotreatment|increases^expression
RPS27,6232,1,1,1,decreases^expression
RPS27L,51065,1,1,1,increases^expression
RPS28,6234,1,1,1,decreases^expression
RPS6KA4,8986,1,1,1,increases^expression
RRBP1,6238,1,1,1,increases^expression
RSL24D1,51187,1,1,1,increases^expression
RSPH1,89765,1,1,1,decreases^expression
RSPH9,221421,1,1,1,decreases^expression
RTN1,6252,1,1,1,decreases^expression
RTN4RL1,146760,1,1,1,decreases^expression
RUFY1,80230,1,1,1,decreases^expression
RUNX1,861,1,1,1,increases^expression
RUNX1T1,862,1,1,1,increases^expression
RUNX2,860,1,1,1,increases^expression
RXFP2,122042,1,1,1,increases^activity
RXFP4,339403,1,1,1,decreases^expression
RYR2,6262,1,1,1,increases^expression
S100A11,6282,1,1,1,increases^expression
S100A14,57402,1,1,1,increases^expression
S100A16,140576,1,1,1,increases^expression
S100A3,6274,1,1,1,increases^expression
S100A4,6275,1,1,1,decreases^expression
S100A9,6280,1,1,1,increases^expression
S100B,6285,1,1,1,decreases^expression
S100P,6286,1,1,1,increases^expression
S1PR1,1901,1,1,1,increases^expression
S1PR5,53637,1,1,1,decreases^expression
SACK1C,128876,1,1,1,decreases^expression
SALL1,6299,1,1,1,decreases^expression
SALL2,6297,1,1,1,increases^expression
SALL3,27164,1,1,1,increases^expression
SALL4,57167,1,1,1,increases^expression
SAMD15,161394,1,1,1,decreases^expression
SAMD3,154075,1,1,1,increases^expression
SAMD4A,23034,1,1,1,increases^expression
SAPCD1,401251,1,1,1,decreases^expression
SARDH,1757,1,1,1,decreases^expression
SAT1,6303,1,1,1,increases^expression
SAT2,112483,1,1,1,decreases^expression
SAXO4,220004,1,1,1,decreases^expression
SAXO6,56890,1,1,1,decreases^expression
SCARA3,51435,1,1,1,decreases^expression
SCARB1,949,1,1,1,increases^abundance|increases^expression
SCARB2,950,1,1,1,decreases^expression
SCD5,79966,1,1,1,decreases^expression
SCFD1,23256,1,1,1,decreases^expression
SCGB2B2,284402,1,1,1,decreases^expression
SCGB3A2,117156,1,1,1,increases^expression
SCGN,10590,1,1,1,affects^cotreatment|increases^expression
SCIMP,388325,1,1,1,decreases^expression
SCIN,85477,1,1,1,decreases^expression
SCN10A,6336,1,1,1,decreases^expression
SCN1A,6323,1,1,1,increases^expression
SCN4A,6329,1,1,1,decreases^expression
SCN4B,6330,1,1,1,decreases^expression
SCUBE3,222663,1,1,1,decreases^expression
SDC4,6385,1,1,1,increases^expression
SDCBP,6386,1,1,1,decreases^expression
SDK2,54549,1,1,1,decreases^expression
SDR42E1,93517,1,1,1,decreases^expression
SEC16B,89866,1,1,1,decreases^expression
SEC24D,9871,1,1,1,increases^expression
SEC31B,25956,1,1,1,decreases^expression
SEC61G,23480,1,1,1,increases^expression
SELENBP1,8991,1,1,1,decreases^expression
SEMA6A,57556,1,1,1,increases^expression
SEPTIN4,5414,1,1,1,decreases^expression
SEPTIN9,10801,1,1,1,decreases^expression
SERPINA10,51156,1,1,1,increases^expression
SERPINA11,256394,1,1,1,increases^expression
SERPINA5,5104,1,1,1,decreases^expression
SERPINB2,5055,1,1,1,decreases^expression
SERPINB7,8710,1,1,1,decreases^expression
SERPINB9,5272,1,1,1,increases^expression
SERPINF1,5176,1,1,1,decreases^expression
SERPING1,710,1,1,1,decreases^expression
SERPINI1,5274,1,1,1,increases^expression
SERTAD2,9792,1,1,1,increases^expression
SERTAD4,56256,1,1,1,increases^expression
SESN2,83667,1,1,1,increases^expression
SEZ6,124925,1,1,1,decreases^expression
SF1,7536,1,1,1,decreases^expression
SFN,2810,1,1,1,decreases^expression
SGIP1,84251,1,1,1,decreases^expression
SGK2,10110,1,1,1,decreases^expression
SGMS2,166929,1,1,1,increases^expression
SGPP1,81537,1,1,1,increases^expression
SGPP2,130367,1,1,1,decreases^expression
SH2D4A,63898,1,1,1,increases^expression
SH3BGRL3,83442,1,1,1,increases^expression
SH3KBP1,30011,1,1,1,increases^expression
SHISA2,387914,1,1,1,decreases^expression
SHOX,6473,1,1,1,decreases^expression
SIGLEC6,946,1,1,1,increases^expression
SIRPB1,10326,1,1,1,decreases^expression
SIVA1,10572,1,1,1,decreases^expression
SIX2,10736,1,1,1,increases^expression
SIX3,6496,1,1,1,decreases^expression
SIX6,4990,1,1,1,decreases^expression
SLC13A4,26266,1,1,1,increases^expression
SLC16A14,151473,1,1,1,decreases^expression
SLC16A2,6567,1,1,1,increases^expression
SLC16A3,9123,1,1,1,increases^expression
SLC16A9,220963,1,1,1,increases^expression
SLC17A7,57030,1,1,1,decreases^expression
SLC19A3,80704,1,1,1,increases^expression
SLC1A1,6505,1,1,1,increases^expression
SLC1A2,6506,1,1,1,decreases^expression
SLC1A6,6511,1,1,1,increases^expression
SLC22A5,6584,1,1,1,increases^expression
SLC25A12,8604,1,1,1,decreases^expression
SLC25A20,788,1,1,1,increases^expression
SLC25A27,9481,1,1,1,decreases^expression
SLC25A35,399512,1,1,1,decreases^expression
SLC25A41,284427,1,1,1,decreases^expression
SLC26A10P,65012,1,1,1,decreases^expression
SLC27A3,11000,1,1,1,increases^expression
SLC29A4,222962,1,1,1,decreases^expression
SLC2A10,81031,1,1,1,increases^expression
SLC2A12,154091,1,1,1,decreases^expression
SLC2A3,6515,1,1,1,increases^expression
SLC30A3,7781,1,1,1,decreases^expression
SLC35E1,79939,1,1,1,decreases^expression
SLC44A2,57153,1,1,1,increases^expression
SLC44A3,126969,1,1,1,increases^expression
SLC44A3-AS1,101928079,1,1,1,affects^expression
SLC46A3,283537,1,1,1,increases^expression
SLC47A1,55244,1,1,1,decreases^expression
SLC47A2,146802,1,1,1,decreases^expression
SLC4A1,6521,1,1,1,increases^expression
SLC4A1AP,22950,1,1,1,increases^expression
SLC50A1,55974,1,1,1,increases^expression
SLC5A10,125206,1,1,1,decreases^expression
SLC5A12,159963,1,1,1,decreases^expression
SLC5A4,6527,1,1,1,decreases^expression
SLC5A5,6528,1,1,1,decreases^expression
SLC5A6,8884,1,1,1,decreases^reaction|increases^expression
SLC6A16,28968,1,1,1,decreases^expression
SLC6A3,6531,1,1,1,decreases^expression
SLC6A9,6536,1,1,1,increases^expression
SLC7A11-AS1,641364,1,1,1,increases^expression
SLC7A14,57709,1,1,1,decreases^expression
SLC7A5,8140,1,1,1,increases^expression
SLC7A7,9056,1,1,1,increases^expression
SLCO1A2,6579,1,1,1,decreases^expression
SLCO1B1,10599,1,1,1,decreases^expression
SLCO3A1,28232,1,1,1,increases^expression
SLFN11,91607,1,1,1,increases^expression
SLFN5,162394,1,1,1,decreases^expression
SLIT3,6586,1,1,1,increases^expression
SLITRK5,26050,1,1,1,decreases^expression
SLN,6588,1,1,1,increases^expression
SLX1A,548593,1,1,1,increases^expression
SMAD6,4091,1,1,1,decreases^expression
SMAD9,4093,1,1,1,decreases^expression
SMARCA2,6595,1,1,1,increases^expression
SMARCAD1,56916,1,1,1,decreases^expression
SMC1A,8243,1,1,1,decreases^expression
SMC6,79677,1,1,1,decreases^expression
SMIM2,79024,1,1,1,decreases^expression
SMIM24,284422,1,1,1,decreases^expression
SMOC1,64093,1,1,1,decreases^expression
SMPD1,6609,1,1,1,decreases^expression
SMPDL3A,10924,1,1,1,increases^expression
SMPDL3B,27293,1,1,1,increases^expression
SMS,6611,1,1,1,increases^expression
SMTN,6525,1,1,1,increases^expression
SMYD2,56950,1,1,1,increases^expression
SNAI1,6615,1,1,1,increases^expression
SNHG25,105376843,1,1,1,affects^cotreatment|increases^expression
